,block_num,tx_time,tx_from,tx_to,tx_amount,tx_fee
0xe4b2...82977d,37160114,"Aug 30, 2020  20:57:27  /  UTC+9",0xe4b2...82977d,0x2968...c4e5a8,50,0.000775
0x1928...df028c,37160398,"Aug 30, 2020  21:02:11  /  UTC+9",0x1928...df028c,0x2968...c4e5a8,-10,0.000775
0x8778...26fc19,37161852,"Aug 30, 2020  21:26:25  /  UTC+9",0x8778...26fc19,0x2968...c4e5a8,-20445,0.000775
0xe368...99fbc6,37161984,"Aug 30, 2020  21:28:37  /  UTC+9",0xe368...99fbc6,0x2968...c4e5a8,50,0.000775
0xca8e...12d532,37162557,"Aug 30, 2020  21:38:10  /  UTC+9",0xca8e...12d532,0x2968...c4e5a8,-1108,0.000775
0x47d7...db160a,37162630,"Aug 30, 2020  21:39:23  /  UTC+9",0x47d7...db160a,0x2968...c4e5a8,3000,0.000775
0x022c...5b5942,37162892,"Aug 30, 2020  21:43:45  /  UTC+9",0x022c...5b5942,0x2968...c4e5a8,7045,0.000775
0x76e2...669fcb,37162964,"Aug 30, 2020  21:44:57  /  UTC+9",0x76e2...669fcb,0x2968...c4e5a8,19,0.000775
0xb3f9...deeb4d,37163263,"Aug 30, 2020  21:49:56  /  UTC+9",0xb3f9...deeb4d,0x2968...c4e5a8,-5500,0.000775
0xe082...3f09f0,37163356,"Aug 30, 2020  21:51:29  /  UTC+9",0xe082...3f09f0,0x2968...c4e5a8,5000,0.000775
0x4868...02b655,37163424,"Aug 30, 2020  21:52:37  /  UTC+9",0x4868...02b655,0x2968...c4e5a8,50,0.000775
0x4567...563990,37164393,"Aug 30, 2020  22:08:46  /  UTC+9",0x4567...563990,0x2968...c4e5a8,49,0.000775
0x995b...bfdde5,37165039,"Aug 30, 2020  22:19:32  /  UTC+9",0x995b...bfdde5,0x2968...c4e5a8,25000,0.000775
0x98a2...79b3c1,37165217,"Aug 30, 2020  22:22:30  /  UTC+9",0x98a2...79b3c1,0x2968...c4e5a8,-133,0.000775
0x2259...9c38b7,37165357,"Aug 30, 2020  22:24:50  /  UTC+9",0x2259...9c38b7,0x2968...c4e5a8,-54,0.000775
0x0b95...5998bf,37165623,"Aug 30, 2020  22:29:16  /  UTC+9",0x0b95...5998bf,0x2968...c4e5a8,200,0.000775
0x2bf8...54f025,37165757,"Aug 30, 2020  22:31:30  /  UTC+9",0x2bf8...54f025,0x2968...c4e5a8,10000,0.000775
0x096e...d56c98,37166249,"Aug 30, 2020  22:39:42  /  UTC+9",0x096e...d56c98,0x2968...c4e5a8,-72,0.000775
0xf6ae...057ef9,37166705,"Aug 30, 2020  22:47:18  /  UTC+9",0xf6ae...057ef9,0x2968...c4e5a8,-1039,0.000775
0x537f...2b14d4,37167284,"Aug 30, 2020  22:56:57  /  UTC+9",0x537f...2b14d4,0x2968...c4e5a8,-30,0.000775
0x5bcf...30c60b,37167736,"Aug 30, 2020  23:04:29  /  UTC+9",0x5bcf...30c60b,0x2968...c4e5a8,-20415,0.000775
0xcc4b...46ba0a,37168188,"Aug 30, 2020  23:12:01  /  UTC+9",0xcc4b...46ba0a,0x2968...c4e5a8,-2200,0.000775
0xb5ef...0bfcd1,37168972,"Aug 30, 2020  23:25:05  /  UTC+9",0xb5ef...0bfcd1,0x2968...c4e5a8,50,0.000775
0x0428...2b93b9,37169399,"Aug 30, 2020  23:32:12  /  UTC+9",0x0428...2b93b9,0x2968...c4e5a8,-10738,0.000775
0x275f...3caa0f,37169428,"Aug 30, 2020  23:32:41  /  UTC+9",0x275f...3caa0f,0x2968...c4e5a8,3159,0.000775
0x1dd0...6b30a8,37169472,"Aug 30, 2020  23:33:25  /  UTC+9",0x1dd0...6b30a8,0x2968...c4e5a8,-100,0.000775
0xd9ab...730546,37169796,"Aug 30, 2020  23:38:49  /  UTC+9",0xd9ab...730546,0x2968...c4e5a8,-19880,0.000775
0x85fc...8ac38c,37169929,"Aug 30, 2020  23:41:02  /  UTC+9",0x85fc...8ac38c,0x2968...c4e5a8,-19792,0.000775
0x6c87...ddcdc5,37170581,"Aug 30, 2020  23:51:54  /  UTC+9",0x6c87...ddcdc5,0x2968...c4e5a8,-1000,0.000775
0x9129...39365a,37170718,"Aug 30, 2020  23:54:11  /  UTC+9",0x9129...39365a,0x2968...c4e5a8,5000,0.000775
0x62ec...ca1637,37170851,"Aug 30, 2020  23:56:24  /  UTC+9",0x62ec...ca1637,0x2968...c4e5a8,115000,0.000775
0x9bce...c698b8,37171160,"Aug 31, 2020  00:01:33  /  UTC+9",0x9bce...c698b8,0x2968...c4e5a8,-20445,0.000775
0x63f5...b59f3d,37171360,"Aug 31, 2020  00:04:53  /  UTC+9",0x63f5...b59f3d,0x2968...c4e5a8,-20000,0.000775
0xbe3b...0bc5f2,37171507,"Aug 31, 2020  00:07:20  /  UTC+9",0xbe3b...0bc5f2,0x2968...c4e5a8,-6799,0.000775
0x3d47...b79173,37171494,"Aug 31, 2020  00:07:07  /  UTC+9",0x3d47...b79173,0x2968...c4e5a8,-20445,0.000775
0xead3...cd7315,37171586,"Aug 31, 2020  00:08:39  /  UTC+9",0xead3...cd7315,0x2968...c4e5a8,-213,0.000775
0xad0f...95bda2,37171819,"Aug 31, 2020  00:12:32  /  UTC+9",0xad0f...95bda2,0x2968...c4e5a8,561,0.000775
0x1c12...3a936d,37203290,"Aug 31, 2020  08:57:58  /  UTC+9",0x1c12...3a936d,0x2968...c4e5a8,-2322,0.000775
0xff8c...05def0,37203087,"Aug 31, 2020  08:54:35  /  UTC+9",0xff8c...05def0,0x2968...c4e5a8,-20445,0.000775
0x736c...6f386b,37202696,"Aug 31, 2020  08:48:04  /  UTC+9",0x736c...6f386b,0x2968...c4e5a8,0,0.001667...
0x8388...4727e1,37202645,"Aug 31, 2020  08:47:13  /  UTC+9",0x8388...4727e1,0x2968...c4e5a8,50,0.000775
0x9777...3af0e9,37202178,"Aug 31, 2020  08:39:26  /  UTC+9",0x9777...3af0e9,0x2968...c4e5a8,-5111,0.000775
0x8da8...235a84,37201807,"Aug 31, 2020  08:33:15  /  UTC+9",0x8da8...235a84,0x2968...c4e5a8,4190,0.000775
0x436b...23c23b,37201221,"Aug 31, 2020  08:23:29  /  UTC+9",0x436b...23c23b,0x2968...c4e5a8,-800,0.000775
0x1127...3df399,37200908,"Aug 31, 2020  08:18:16  /  UTC+9",0x1127...3df399,0x2968...c4e5a8,11133,0.000775
0x4afd...4f4f5b,37200708,"Aug 31, 2020  08:14:56  /  UTC+9",0x4afd...4f4f5b,0x2968...c4e5a8,-20445,0.000775
0xc1ea...22aa95,37200568,"Aug 31, 2020  08:12:36  /  UTC+9",0xc1ea...22aa95,0x2968...c4e5a8,-14000,0.000775
0xe74e...a9f12d,37200364,"Aug 31, 2020  08:09:12  /  UTC+9",0xe74e...a9f12d,0x2968...c4e5a8,-1000,0.000775
0xe9a1...b1ca68,37200327,"Aug 31, 2020  08:08:35  /  UTC+9",0xe9a1...b1ca68,0x2968...c4e5a8,5,0.000775
0x13f0...a638f2,37199973,"Aug 31, 2020  08:02:41  /  UTC+9",0x13f0...a638f2,0x2968...c4e5a8,-30000,0.000775
0xf49c...7e11e8,37199932,"Aug 31, 2020  08:02:00  /  UTC+9",0xf49c...7e11e8,0x2968...c4e5a8,50,0.000775
0x96ef...33570e,37199647,"Aug 31, 2020  07:57:15  /  UTC+9",0x96ef...33570e,0x2968...c4e5a8,-14040,0.000775
0x1fa8...45f62d,37203804,"Aug 31, 2020  09:06:32  /  UTC+9",0x1fa8...45f62d,0x2968...c4e5a8,16870,0.000775
0x5abc...b875ef,37204192,"Aug 31, 2020  09:13:00  /  UTC+9",0x5abc...b875ef,0x2968...c4e5a8,6032,0.000775
0x32a4...1c8dfb,37204456,"Aug 31, 2020  09:17:24  /  UTC+9",0x32a4...1c8dfb,0x2968...c4e5a8,14343,0.000775
0x34ea...e315fe,37204811,"Aug 31, 2020  09:23:19  /  UTC+9",0x34ea...e315fe,0x2968...c4e5a8,-20688,0.000775
0x949e...45fde3,37205036,"Aug 31, 2020  09:27:04  /  UTC+9",0x949e...45fde3,0x2968...c4e5a8,50,0.000775
0xdd10...6ff3d5,37205299,"Aug 31, 2020  09:31:27  /  UTC+9",0xdd10...6ff3d5,0x2968...c4e5a8,100000,0.000775
0x9fcf...386dcf,37205449,"Aug 31, 2020  09:33:57  /  UTC+9",0x9fcf...386dcf,0x2968...c4e5a8,-20688,0.000775
0xa435...f74968,37205432,"Aug 31, 2020  09:33:40  /  UTC+9",0xa435...f74968,0x2968...c4e5a8,20,0.000775
0xe361...acafbc,37205777,"Aug 31, 2020  09:39:25  /  UTC+9",0xe361...acafbc,0x2968...c4e5a8,-910,0.000775
0x8df9...fc7f24,37205889,"Aug 31, 2020  09:41:17  /  UTC+9",0x8df9...fc7f24,0x2968...c4e5a8,910,0.000775
0x8d18...6e2412,37206487,"Aug 31, 2020  09:51:15  /  UTC+9",0x8d18...6e2412,0x2968...c4e5a8,-20000,0.000775
0xc2a4...583bd0,37206933,"Aug 31, 2020  09:58:41  /  UTC+9",0xc2a4...583bd0,0x2968...c4e5a8,-5000,0.000775
0xe107...976724,37207006,"Aug 31, 2020  09:59:54  /  UTC+9",0xe107...976724,0x2968...c4e5a8,-1036,0.000775
0xef39...418668,37207464,"Aug 31, 2020  10:07:32  /  UTC+9",0xef39...418668,0x2968...c4e5a8,-20981,0.000775
0x3a7e...693d39,37207693,"Aug 31, 2020  10:11:21  /  UTC+9",0x3a7e...693d39,0x2968...c4e5a8,50,0.000775
0x92b2...3b46be,37208292,"Aug 31, 2020  10:21:20  /  UTC+9",0x92b2...3b46be,0x2968...c4e5a8,-31200,0.000775
0x6f7b...cac55b,37208432,"Aug 31, 2020  10:23:40  /  UTC+9",0x6f7b...cac55b,0x2968...c4e5a8,-40,0.000775
0xdc03...02270d,37208693,"Aug 31, 2020  10:28:01  /  UTC+9",0xdc03...02270d,0x2968...c4e5a8,-100,0.000775
0x59b1...af715d,37208858,"Aug 31, 2020  10:30:46  /  UTC+9",0x59b1...af715d,0x2968...c4e5a8,100,0.000775
0xa067...74f1f4,37208955,"Aug 31, 2020  10:32:23  /  UTC+9",0xa067...74f1f4,0x2968...c4e5a8,-20000,0.000775
0xab89...1847e7,37209311,"Aug 31, 2020  10:38:19  /  UTC+9",0xab89...1847e7,0x2968...c4e5a8,99,0.000775
0x8c4e...327656,37209382,"Aug 31, 2020  10:39:30  /  UTC+9",0x8c4e...327656,0x2968...c4e5a8,50,0.000775
0xddfb...57debe,37210225,"Aug 31, 2020  10:53:33  /  UTC+9",0xddfb...57debe,0x2968...c4e5a8,-9488,0.000775
0x7b4d...84907c,37211508,"Aug 31, 2020  11:14:56  /  UTC+9",0x7b4d...84907c,0x2968...c4e5a8,495,0.000775
0xd073...4bc01e,37211503,"Aug 31, 2020  11:14:51  /  UTC+9",0xd073...4bc01e,0x2968...c4e5a8,33819,0.000775
0x8f82...3ab7b6,37211709,"Aug 31, 2020  11:18:17  /  UTC+9",0x8f82...3ab7b6,0x2968...c4e5a8,9995,0.000775
0xa577...b7bbb5,37212034,"Aug 31, 2020  11:23:42  /  UTC+9",0xa577...b7bbb5,0x2968...c4e5a8,50,0.000775
0x831f...b97cb5,37212297,"Aug 31, 2020  11:28:05  /  UTC+9",0x831f...b97cb5,0x2968...c4e5a8,50,0.000775
0x2d9a...514b83,37213187,"Aug 31, 2020  11:42:55  /  UTC+9",0x2d9a...514b83,0x2968...c4e5a8,-20688,0.000775
0x90ee...289b8f,37213139,"Aug 31, 2020  11:42:07  /  UTC+9",0x90ee...289b8f,0x2968...c4e5a8,23200,0.000775
0xe513...268697,37213388,"Aug 31, 2020  11:46:16  /  UTC+9",0xe513...268697,0x2968...c4e5a8,-10688,0.000775
0xb42b...ec175d,37213521,"Aug 31, 2020  11:48:29  /  UTC+9",0xb42b...ec175d,0x2968...c4e5a8,-2020,0.000775
0xe071...3764ed,37213595,"Aug 31, 2020  11:49:43  /  UTC+9",0xe071...3764ed,0x2968...c4e5a8,2020,0.000775
0xbe0c...a8a9ea,37213987,"Aug 31, 2020  11:56:15  /  UTC+9",0xbe0c...a8a9ea,0x2968...c4e5a8,80000,0.000775
0x36ef...df0d83,37213978,"Aug 31, 2020  11:56:06  /  UTC+9",0x36ef...df0d83,0x2968...c4e5a8,-100,0.000775
0x623b...784ecf,37214060,"Aug 31, 2020  11:57:28  /  UTC+9",0x623b...784ecf,0x2968...c4e5a8,50,0.000775
0x525c...090406,37214322,"Aug 31, 2020  12:01:50  /  UTC+9",0x525c...090406,0x2968...c4e5a8,50,0.000775
0x839d...43d6eb,37214953,"Aug 31, 2020  12:12:21  /  UTC+9",0x839d...43d6eb,0x2968...c4e5a8,-2300,0.000775
0x069d...2b4e42,37214940,"Aug 31, 2020  12:12:08  /  UTC+9",0x069d...2b4e42,0x2968...c4e5a8,-10000,0.000775
0x4189...1db938,37214970,"Aug 31, 2020  12:12:38  /  UTC+9",0x4189...1db938,0x2968...c4e5a8,82,0.000775
0xcf98...d00e69,37215038,"Aug 31, 2020  12:13:46  /  UTC+9",0xcf98...d00e69,0x2968...c4e5a8,2300,0.000775
0x82c7...94535f,37215089,"Aug 31, 2020  12:14:37  /  UTC+9",0x82c7...94535f,0x2968...c4e5a8,-3213,0.000775
0x869c...65dcd5,37215112,"Aug 31, 2020  12:15:00  /  UTC+9",0x869c...65dcd5,0x2968...c4e5a8,1081,0.000775
0xbdd7...d64a2c,37215987,"Aug 31, 2020  12:29:35  /  UTC+9",0xbdd7...d64a2c,0x2968...c4e5a8,-103444,0.000775
0xf79c...f4acb6,37216407,"Aug 31, 2020  12:36:35  /  UTC+9",0xf79c...f4acb6,0x2968...c4e5a8,2200,0.000775
0x21f2...e6e5b5,37216474,"Aug 31, 2020  12:37:42  /  UTC+9",0x21f2...e6e5b5,0x2968...c4e5a8,2329,0.000775
0xf5e3...fa1e05,37216609,"Aug 31, 2020  12:39:57  /  UTC+9",0xf5e3...fa1e05,0x2968...c4e5a8,430,0.000775
0x0641...c70acc,37216686,"Aug 31, 2020  12:41:14  /  UTC+9",0x0641...c70acc,0x2968...c4e5a8,30223,0.000775
0x1819...542fa4,37216681,"Aug 31, 2020  12:41:09  /  UTC+9",0x1819...542fa4,0x2968...c4e5a8,3000,0.000775
0x64d8...70e47e,37216951,"Aug 31, 2020  12:45:39  /  UTC+9",0x64d8...70e47e,0x2968...c4e5a8,50,0.000775
0x9587...bf2631,37216954,"Aug 31, 2020  12:45:42  /  UTC+9",0x9587...bf2631,0x2968...c4e5a8,871,0.000775
0x849e...16386d,37217218,"Aug 31, 2020  12:50:06  /  UTC+9",0x849e...16386d,0x2968...c4e5a8,36160,0.000775
0x2b6a...a0a31e,37217192,"Aug 31, 2020  12:49:40  /  UTC+9",0x2b6a...a0a31e,0x2968...c4e5a8,-100,0.000775
0xd74f...110a75,37217285,"Aug 31, 2020  12:51:13  /  UTC+9",0xd74f...110a75,0x2968...c4e5a8,8152,0.000775
0x3546...87b237,37217420,"Aug 31, 2020  12:53:28  /  UTC+9",0x3546...87b237,0x2968...c4e5a8,500,0.000775
0xcd78...c56b90,37217554,"Aug 31, 2020  12:55:42  /  UTC+9",0xcd78...c56b90,0x2968...c4e5a8,5809,0.000775
0xa311...bb49c1,37217581,"Aug 31, 2020  12:56:09  /  UTC+9",0xa311...bb49c1,0x2968...c4e5a8,0,0.001662...
0x9e22...13ac9d,37217721,"Aug 31, 2020  12:58:29  /  UTC+9",0x9e22...13ac9d,0x2968...c4e5a8,0,0.001287...
0x35a8...75a791,37217687,"Aug 31, 2020  12:57:55  /  UTC+9",0x35a8...75a791,0x2968...c4e5a8,3333,0.000775
0xc468...3456ed,37217733,"Aug 31, 2020  12:58:41  /  UTC+9",0xc468...3456ed,0x2968...c4e5a8,-1641,0.000775
0x9658...98ee84,37217822,"Aug 31, 2020  13:00:10  /  UTC+9",0x9658...98ee84,0x2968...c4e5a8,500,0.000775
0x8801...cb1931,37217957,"Aug 31, 2020  13:02:25  /  UTC+9",0x8801...cb1931,0x2968...c4e5a8,300,0.000775
0x39da...74d9e2,37217997,"Aug 31, 2020  13:03:05  /  UTC+9",0x39da...74d9e2,0x2968...c4e5a8,-1089,0.000775
0x927a...afa1d3,37218092,"Aug 31, 2020  13:04:40  /  UTC+9",0x927a...afa1d3,0x2968...c4e5a8,1400,0.000775
0x3967...54fa75,37218226,"Aug 31, 2020  13:06:54  /  UTC+9",0x3967...54fa75,0x2968...c4e5a8,7116,0.000775
0xed9e...76bfd3,37218297,"Aug 31, 2020  13:08:05  /  UTC+9",0xed9e...76bfd3,0x2968...c4e5a8,1,0.000775
0xa4ff...a7902b,37218365,"Aug 31, 2020  13:09:13  /  UTC+9",0xa4ff...a7902b,0x2968...c4e5a8,3678,0.000775
0xce18...5ca307,37218443,"Aug 31, 2020  13:10:31  /  UTC+9",0xce18...5ca307,0x2968...c4e5a8,16000,0.000775
0x0199...101bd8,37218439,"Aug 31, 2020  13:10:27  /  UTC+9",0x0199...101bd8,0x2968...c4e5a8,2777,0.000775
0x0896...3b89ab,37218458,"Aug 31, 2020  13:10:46  /  UTC+9",0x0896...3b89ab,0x2968...c4e5a8,-90,0.000775
0x62ff...85af3a,37218584,"Aug 31, 2020  13:12:52  /  UTC+9",0x62ff...85af3a,0x2968...c4e5a8,90,0.000775
0xb4d5...62b40c,37218579,"Aug 31, 2020  13:12:47  /  UTC+9",0xb4d5...62b40c,0x2968...c4e5a8,11647,0.000775
0x6f47...ab87e3,37218651,"Aug 31, 2020  13:13:59  /  UTC+9",0x6f47...ab87e3,0x2968...c4e5a8,1100,0.000775
0x8ed5...6c9b5a,37218724,"Aug 31, 2020  13:15:12  /  UTC+9",0x8ed5...6c9b5a,0x2968...c4e5a8,2,0.000775
0x761f...b73593,37218793,"Aug 31, 2020  13:16:21  /  UTC+9",0x761f...b73593,0x2968...c4e5a8,13840,0.000775
0x725c...291eb2,37218797,"Aug 31, 2020  13:16:25  /  UTC+9",0x725c...291eb2,0x2968...c4e5a8,3494,0.000775
0x350a...2dcb5f,37218869,"Aug 31, 2020  13:17:37  /  UTC+9",0x350a...2dcb5f,0x2968...c4e5a8,2678,0.000775
0xf544...72c5c4,37218938,"Aug 31, 2020  13:18:46  /  UTC+9",0xf544...72c5c4,0x2968...c4e5a8,6664,0.000775
0x7603...384712,37219010,"Aug 31, 2020  13:19:58  /  UTC+9",0x7603...384712,0x2968...c4e5a8,100,0.000775
0x19fd...490ed4,37219080,"Aug 31, 2020  13:21:08  /  UTC+9",0x19fd...490ed4,0x2968...c4e5a8,2329,0.000775
0xe567...d3ac4a,37219163,"Aug 31, 2020  13:22:31  /  UTC+9",0xe567...d3ac4a,0x2968...c4e5a8,-58563,0.000775
0x9992...c12d1c,37219156,"Aug 31, 2020  13:22:24  /  UTC+9",0x9992...c12d1c,0x2968...c4e5a8,2048,0.000775
0x17a8...acb49a,37219153,"Aug 31, 2020  13:22:21  /  UTC+9",0x17a8...acb49a,0x2968...c4e5a8,100,0.000775
0x628f...60ec31,37219243,"Aug 31, 2020  13:23:51  /  UTC+9",0x628f...60ec31,0x2968...c4e5a8,-20457,0.000775
0x27ca...b47c0e,37219235,"Aug 31, 2020  13:23:43  /  UTC+9",0x27ca...b47c0e,0x2968...c4e5a8,2000,0.000775
0xd842...d5919e,37219230,"Aug 31, 2020  13:23:38  /  UTC+9",0xd842...d5919e,0x2968...c4e5a8,90220,0.000775
0xaa5c...e4d527,37219227,"Aug 31, 2020  13:23:35  /  UTC+9",0xaa5c...e4d527,0x2968...c4e5a8,150,0.000775
0x9500...03d9cf,37219311,"Aug 31, 2020  13:24:59  /  UTC+9",0x9500...03d9cf,0x2968...c4e5a8,4032,0.000775
0x7344...8a00fa,37219383,"Aug 31, 2020  13:26:11  /  UTC+9",0x7344...8a00fa,0x2968...c4e5a8,10577,0.000775
0xc0e2...0444e6,37219379,"Aug 31, 2020  13:26:07  /  UTC+9",0xc0e2...0444e6,0x2968...c4e5a8,20457,0.000775
0x99bd...779725,37219377,"Aug 31, 2020  13:26:05  /  UTC+9",0x99bd...779725,0x2968...c4e5a8,-1260,0.000775
0x5647...10d989,37219974,"Aug 31, 2020  13:36:02  /  UTC+9",0x5647...10d989,0x2968...c4e5a8,2699,0.000775
0x5fbc...f28e2e,37220213,"Aug 31, 2020  13:40:01  /  UTC+9",0x5fbc...f28e2e,0x2968...c4e5a8,-10,0.000775
0x7031...dacd59,37220304,"Aug 31, 2020  13:41:32  /  UTC+9",0x7031...dacd59,0x2968...c4e5a8,198,0.000775
0xcc24...4ab163,37220301,"Aug 31, 2020  13:41:29  /  UTC+9",0xcc24...4ab163,0x2968...c4e5a8,586,0.000775
0x86e0...5c63a5,37220474,"Aug 31, 2020  13:44:22  /  UTC+9",0x86e0...5c63a5,0x2968...c4e5a8,-3544,0.000775
0x37d9...d53cb0,37220506,"Aug 31, 2020  13:44:54  /  UTC+9",0x37d9...d53cb0,0x2968...c4e5a8,50,0.000775
0x1434...bcb054,37220575,"Aug 31, 2020  13:46:03  /  UTC+9",0x1434...bcb054,0x2968...c4e5a8,100,0.000775
0xf1f2...5a804b,37220778,"Aug 31, 2020  13:49:26  /  UTC+9",0xf1f2...5a804b,0x2968...c4e5a8,30746,0.000775
0x10c8...9b3e18,37220827,"Aug 31, 2020  13:50:15  /  UTC+9",0x10c8...9b3e18,0x2968...c4e5a8,-50,0.000775
0x0f77...915004,37220815,"Aug 31, 2020  13:50:03  /  UTC+9",0x0f77...915004,0x2968...c4e5a8,-10000,0.000775
0xa249...c6e278,37220803,"Aug 31, 2020  13:49:51  /  UTC+9",0xa249...c6e278,0x2968...c4e5a8,-5000,0.000775
0x8dfc...192728,37221302,"Aug 31, 2020  13:58:10  /  UTC+9",0x8dfc...192728,0x2968...c4e5a8,4192,0.000775
0xbcf9...2b863c,37221369,"Aug 31, 2020  13:59:17  /  UTC+9",0xbcf9...2b863c,0x2968...c4e5a8,2644,0.000775
0x58b1...e5dfdb,37221447,"Aug 31, 2020  14:00:35  /  UTC+9",0x58b1...e5dfdb,0x2968...c4e5a8,1301,0.000775
0x8be8...862065,37221442,"Aug 31, 2020  14:00:30  /  UTC+9",0x8be8...862065,0x2968...c4e5a8,6835,0.000775
0x7e6b...36fa90,37222611,"Aug 31, 2020  14:20:09  /  UTC+9",0x7e6b...36fa90,0x2968...c4e5a8,20000,0.000775
0xf22f...f06d7a,37222689,"Aug 31, 2020  14:21:27  /  UTC+9",0xf22f...f06d7a,0x2968...c4e5a8,8293,0.000775
0xd0ab...8f919e,37222684,"Aug 31, 2020  14:21:22  /  UTC+9",0xd0ab...8f919e,0x2968...c4e5a8,13000,0.000775
0xf212...989576,37223044,"Aug 31, 2020  14:27:22  /  UTC+9",0xf212...989576,0x2968...c4e5a8,16870,0.000775
0x504b...104cc3,37223040,"Aug 31, 2020  14:27:18  /  UTC+9",0x504b...104cc3,0x2968...c4e5a8,12393,0.000775
0x8736...eb6299,37223035,"Aug 31, 2020  14:27:13  /  UTC+9",0x8736...eb6299,0x2968...c4e5a8,19806,0.000775
0x8578...454ba5,37223112,"Aug 31, 2020  14:28:30  /  UTC+9",0x8578...454ba5,0x2968...c4e5a8,12235,0.000775
0x0121...043580,37223325,"Aug 31, 2020  14:32:03  /  UTC+9",0x0121...043580,0x2968...c4e5a8,12000,0.000775
0x17f5...e3ed88,37223321,"Aug 31, 2020  14:31:59  /  UTC+9",0x17f5...e3ed88,0x2968...c4e5a8,9901,0.000775
0xa241...a0833c,37223395,"Aug 31, 2020  14:33:13  /  UTC+9",0xa241...a0833c,0x2968...c4e5a8,16420,0.000775
0x0dec...2d2281,37223466,"Aug 31, 2020  14:34:24  /  UTC+9",0x0dec...2d2281,0x2968...c4e5a8,16331,0.000775
0x8312...884237,37223790,"Aug 31, 2020  14:39:48  /  UTC+9",0x8312...884237,0x2968...c4e5a8,100,0.000775
0x3719...d56449,37223849,"Aug 31, 2020  14:40:47  /  UTC+9",0x3719...d56449,0x2968...c4e5a8,-100,0.000775
0x37dd...cc2aa2,37223862,"Aug 31, 2020  14:41:00  /  UTC+9",0x37dd...cc2aa2,0x2968...c4e5a8,53,0.000775
0x024c...d3de64,37223982,"Aug 31, 2020  14:43:00  /  UTC+9",0x024c...d3de64,0x2968...c4e5a8,-11594,0.000775
0x1d5f...41f52f,37224502,"Aug 31, 2020  14:51:40  /  UTC+9",0x1d5f...41f52f,0x2968...c4e5a8,-10133,0.000775
0xc568...e57090,37224576,"Aug 31, 2020  14:52:54  /  UTC+9",0xc568...e57090,0x2968...c4e5a8,-257,0.000775
0x5f33...7588da,37224777,"Aug 31, 2020  14:56:15  /  UTC+9",0x5f33...7588da,0x2968...c4e5a8,-2987,0.000775
0xe9db...76531e,37224849,"Aug 31, 2020  14:57:27  /  UTC+9",0xe9db...76531e,0x2968...c4e5a8,48091,0.000775
0x351e...6c1b7f,37224921,"Aug 31, 2020  14:58:39  /  UTC+9",0x351e...6c1b7f,0x2968...c4e5a8,59995,0.000775
0x053c...632255,37224917,"Aug 31, 2020  14:58:35  /  UTC+9",0x053c...632255,0x2968...c4e5a8,-40,0.000775
0x822a...cc67f6,37225134,"Aug 31, 2020  15:02:12  /  UTC+9",0x822a...cc67f6,0x2968...c4e5a8,-5211,0.000775
0x2c0d...e83dd3,37225121,"Aug 31, 2020  15:01:59  /  UTC+9",0x2c0d...e83dd3,0x2968...c4e5a8,-1000,0.000775
0x765d...00a63c,37225717,"Aug 31, 2020  15:11:55  /  UTC+9",0x765d...00a63c,0x2968...c4e5a8,-60069,0.000775
0x1b83...97c160,37225978,"Aug 31, 2020  15:16:16  /  UTC+9",0x1b83...97c160,0x2968...c4e5a8,-20688,0.000775
0x0d9a...f873d2,37226159,"Aug 31, 2020  15:19:17  /  UTC+9",0x0d9a...f873d2,0x2968...c4e5a8,50,0.000775
0x02ee...7fe825,37226297,"Aug 31, 2020  15:21:35  /  UTC+9",0x02ee...7fe825,0x2968...c4e5a8,10000,0.000775
0x392a...33fd9a,37226306,"Aug 31, 2020  15:21:44  /  UTC+9",0x392a...33fd9a,0x2968...c4e5a8,-1600,0.000775
0x3739...89932c,37226368,"Aug 31, 2020  15:22:46  /  UTC+9",0x3739...89932c,0x2968...c4e5a8,8193,0.000775
0x48fd...d3261f,37226506,"Aug 31, 2020  15:25:04  /  UTC+9",0x48fd...d3261f,0x2968...c4e5a8,-4055,0.000775
0x2c72...38f434,37226566,"Aug 31, 2020  15:26:04  /  UTC+9",0x2c72...38f434,0x2968...c4e5a8,50,0.000775
0x2b80...cd1620,37226647,"Aug 31, 2020  15:27:25  /  UTC+9",0x2b80...cd1620,0x2968...c4e5a8,-2637,0.000775
0x080e...5d255b,37226720,"Aug 31, 2020  15:28:38  /  UTC+9",0x080e...5d255b,0x2968...c4e5a8,-20688,0.000775
0x1cef...5ee0aa,37226966,"Aug 31, 2020  15:32:44  /  UTC+9",0x1cef...5ee0aa,0x2968...c4e5a8,2000000,0.000775
0x6437...089a5a,37227112,"Aug 31, 2020  15:35:10  /  UTC+9",0x6437...089a5a,0x2968...c4e5a8,-5000,0.000775
0xcdae...1cb0d4,37227362,"Aug 31, 2020  15:39:20  /  UTC+9",0xcdae...1cb0d4,0x2968...c4e5a8,10,0.000775
0x112b...c997a2,37227443,"Aug 31, 2020  15:40:41  /  UTC+9",0x112b...c997a2,0x2968...c4e5a8,-15990,0.000775
0xe451...0fc0ad,37227435,"Aug 31, 2020  15:40:33  /  UTC+9",0xe451...0fc0ad,0x2968...c4e5a8,229520,0.000775
0x9b81...728a0a,37227895,"Aug 31, 2020  15:48:13  /  UTC+9",0x9b81...728a0a,0x2968...c4e5a8,-18000,0.000775
